author,comment,like_count,published_at
@Anonym-xd7sz,Bang lu gak ngeri komentar yg kontra dengan sponsor lu? Si botak botak itu soalnya udah gak smart lagi pola pikirnya wkwk,0,2025-01-23T18:56:35Z
@AlexAnder-s8o4c,"Mau sebagus apapun program nya, kalau eksekusi nya jelek ya jadi jelek, tinggal bagaimana cara kepala mengatur semua nya apakah tutup mata atau mau memperbaiki.",0,2025-01-23T18:53:25Z
@adrianfadillah4180,"Saya berencana menjadi salah satu Vendor makan siang bergizi ini, kebetulan sudah di tahap verifikasi. tetapi terus terang SOP dan persiapan untuk menjalankan operasional dengan kualitas yang sudah ditetapkan terlalu besar modalnya, serta di daerah2 kecil mungkin tidak semua vendor sanggup memenuhi modal awal serta resiko kami untuk tidak dibayar ini masih besar kemungkinannya. saya sangat mendukung program ini, bukan hanya sekedar profit tetapi ada beberapa investor yang berdatangan ingin join tetapi dengan sistem bagihasil yang menurut saya tidak masuk akal kwkwkw. Saya mendapat kesimpulan bahwa program makan siang gratis ini cukup menjadi sorotan bagi para pemodal yang ingin menambah keuntungan dgn adanya program ini. Sekedar saran untuk bang Ferry atau lebih tepatnya minta tolong juga sama bg Ferry konten selanjutnya untuk lebih menyelidiki soal VENDOR untuk menambah wawasan saya juga ehehehe, MUNGKIN sebenarnya dibalik semua ini ada PEMAIN BESAR untuk memperoleh profit.",3,2025-01-23T18:51:52Z
@bimadaffa27,bang kumis lu kok panjang sebelah yak,0,2025-01-23T18:51:02Z
@AhmadSyaifuddin-v8l,Intinya botak gk pake otak nya tuk berpikir,0,2025-01-23T18:50:50Z
@doghunt3800,"Susah juga klo ujung2nya sampai dituduh buzzer hanya gara2 ada yg pro dan kontra.
Sebenernya klo dibilang baik ya selama itu jatuh di obyek yg tepat maka jadi baik,tp klo jatuh di obyek yg salah ya jadi gk baik.
Tp yg patut diketahui,wacana berkaitan dgn stunting sdh ada yg membocorkan saat ditengah2 era virus receh covid lalu.
Bakal ada isyu baru pengganti virus receh tsb yg dipakai sebagai ""ladang"" proyek baru. Dan itu bernama ""stunting"".
Sdh ada yg wanti2 juga agar pemerintah gk salah langkah dlm mengeluarkan kebijakan terkait isyu stunting. Krn dunia kesehatan adalah lahan basah yg paling gampang bikin masyarakat termakan informasi apapun yg diberikan.
Cukup dgn lewat ""tokoh""2 terkenal yg sering wara wiri di jagad media,lewat gelar2 mentereng orang yg dianggap paling berhak berbicara,lewat media2 ""sahih"" yg dicap paling berhak menuliskan pengetahuan dsb.

Intinya waras2 sajalah jadi masyarakat🤣🤣🤣",0,2025-01-23T18:49:48Z
@curiousskipper,1:05 pojok kiri atas baru muncul logo close the door nya,1,2025-01-23T18:49:46Z
@albertirwanto,suara lue jelek amat bang...kaya radio butut....sember...kebayang kl lue nyayi bang....,1,2025-01-23T18:47:57Z
@miko0761,"Seakan akan negara menutup mata akan kebenaran warga nya 
Kan gampang negara tinggal buat pekerja negri sendiri di bidang tersebut 
Atau sekolah merekrut karyawan di bidang tersebut 
Yang mengelola harus negara bukan pihak lain 
Yang sekarang saja tidak beda jauh dengan koruptor 
Walaupun bagus dari uang rakyat untuk rakyat 
Tapi kalo koruptor masih berkeliaran 
Ga ada bedanya",0,2025-01-23T18:45:03Z
@adityarahmad7010,"Saya dulu suka dengan cara berfikir dan bernalar anda Bung, tapi belakangan saya lihat anda hanya menyorot kegagalan pemerintah saat ini baik itu major/ minor (mulai dari makan siang gratis sampai pengawalan rafi ahmad) padahal di sekeliling anda bung ada isu yang lagi panas dan perlu atensi besar yaitu dana PIP yang digelapkan yang sedang dibongkar oleh bang Bro Ron, tapi anda yang katanya mendukung pemikiran logis negeri ini tapi ternyata tidak mendukung perjuangan influencer lain memperbaiki sistem pendidikan kita. Terimakasih atas ilmu2 yang anda berikan Bung, semoga jalanmu selalu dilancarkan dan cukup sekian saya melihat video2 anda",0,2025-01-23T18:42:33Z
@trapchan26,"benar yang jelek dari program makan siang gratis ini terlalu banyak vendor abal-abal dan orang yang memegang kekuasaan di belakang, padahal kan bisa di serakan ke pihak sekolah aja karena masih banyak sekolah di indonesia yang pake system pagi sore dengan alasan kurang kelas kalo makananya di buat di luar masalah yang akan berdampak seperti terlalu lama di ruang yang bikin makanannya bisa basi terus jarak antar sekolah dan dapur yang jauh membuat tambahan biaya transportasi, terus juga mulai perhatiin menunya apalagi untuk sekolah dasar (SD) yang banyak pilih pilih makanan. logika aja menu kondangan masa di kasih buat anak sd. sehar gak harus sayur yang menyeramkan bagi anak, masih banyak cara pengolahan makanan di Indonesia ini..... sekarang juga program ini malah jadi membuat anak trauma akibat kalo gak makan menunya malah di olok-olok sama orang orang di internet.",0,2025-01-23T18:40:09Z
@andrewsm93,ngga kecewa sama beliau bang?,0,2025-01-23T18:38:23Z
@topanacarya1776,program .....,0,2025-01-23T18:37:25Z
@bacotgaming3740,Negara yang mulai against rakyatnya 😂,0,2025-01-23T18:35:39Z
@StupidEndemic,Keren,0,2025-01-23T18:31:59Z
@IbrahimAkbar,"setuju dengan bang ferry. mulai dengan daerah terpencil yg betul2 membutuhkan dulu, dan memberdayakan kantin yg dimana terkena dampak penurunan omset setelah diberlakukannya makan siang gratis. untuk kota2 besar bisa menggunakan CSR dari perusahaan untuk menekan pengeluaran anggaran negara.",0,2025-01-23T18:30:59Z
@AsjanChannel,Setuju dengan bang Ferry. Saya berharap anak-anak bisa belajar untuk memakan makanan yang sehat. Betapa susahnya anak-anak sekarang makan sayur-sayuran dan ikan.,1,2025-01-23T18:28:20Z
@zakupertama4521,"Programnya bagus, pengelolanya ga bagus, buzernya goblok modal bacot",0,2025-01-23T18:27:51Z
@gummyflup,DEDDY KO BUZZERR,0,2025-01-23T18:27:36Z
@gummyflup,DEDDY KO BUZZERR,0,2025-01-23T18:27:21Z
@julianjhe,Membebani anggaran daerah maupun pusat,0,2025-01-23T18:27:15Z
@rinodwiprasetiyanto9496,"""mega proyek yg terburu-buru"" dari perencanaan,pelaksanaan & pengawasan yg masih sangat kurang",0,2025-01-23T18:23:30Z
@Foxy11123,Sebetulnya makan gratis sudah dijalankan di sekolah2 luar negeri… idenya baik selama penerapannya benar kalo penerapannya salah alias dimonopoli oleh pihak2 tertentu alias dimonopoli dan dikorupsi ini ya salah… anak2 yg mengkonsumsi jadi bila mereka yang mengkritik ya tidak apa2 krn bahkan perusahaan selalu memberikan kusioner review demi menjaga kualitas produk ato pelayanannya…. Dedi berpendapat jg sebetulnya tidak apa2 yg jd masalah adalah dia menyerang anak2 sebagai bagian dr konsumen langsung… sehingga seharusnya ikut mendukung dan ikut mengecek apakah kritik itu benar ato tidak bukan hanya ngomong….,0,2025-01-23T18:22:55Z
@dombagarut2188,"Kalo ditanya setuju atau tidak, ane sih masih ambigu ya, karena ketika di kota kok acak acakan parah dan banyak anak yang gak seneng, dan wajmenguntungkan cuma anak anak yang gak mikirin projek yang kompleks ini, tapi sayangnya mereka yang bilang gak suka dan gak enak malah ditekan via media dan yang paling baru ditekan oleh aparat, kan konyol jadinya, namun ketika project ini minggir ke timur dan pedalaman, kok lebih tertata dan rapi, serta mereka yang di pedalaman mampu bersyukur lebih karena makanan sendiri lebih berkualitas dari pada yang di kota, dan jawaban kenapa di pedalaman/timur lebih baik ketimbang di kota, jawabannya sudah terjawab oleh bang Irwan, terlalu banyak orang culas yang buat ni project makin gak jelas, dan ane pun sudah tau persis pasti ini permasalahan utamanya, alat pendeteksi Gempa yang super penting aja di rampok apalagi cuman yang beginian. Niat pak Prabowo memang sangat mulia, tetapi sayangnya alat pelengkap banyak yang rusak dan tidak mendukung, regulasi terhadap vendor makanan mesti di perketat karena project ini memang lumbung korupsi yang menguntungkan.",0,2025-01-23T18:20:54Z
@MR_Zva,"Nah itu gua sebagai yg mendukung program makan siang bergizi(gratis) juga setuju sama opini bang ferry,  seharusnya yg memberikan kritikan atau komentar tentang menu gk boleh di bungkam, kalau bukan dari penerima langsung dari mana kita tau kalau program ini bermasalah apa tidak nya. Di tambah soal vendor gua juga perfikir sebelumnya kenapa nggak menggunakan tenaga dari kantin yg mana nanti di gaji dan juga di awasi oleh pihak pemeriksa gizi dan juga anggaran nya jadi lebih efektif dan juga kalo masih menggunakan vendor, vendor akan terus berfikir cara untuk mendapatkan untung lebih karena itu berdasarkan penghasilan bukan gaji.",0,2025-01-23T18:19:30Z
@TOSSEN_,tengah malam agar lebih mencekam😊,0,2025-01-23T18:19:28Z
@irzahimawant,Yang video ayamnya ga enak mana kok g ad bng?,0,2025-01-23T18:18:44Z
@baji235,Saya tidak netral,0,2025-01-23T18:17:43Z
@merpud,vendornya dirolling supaya ada persiapan yg baik dan semua bisa merasakan proyek strategis nasional dengan penuh tanggung jawab,0,2025-01-23T18:16:45Z
@dan_noo,"di Jepang murid²nya masak sendiri dari bahan² yg dibiayai pemerintah dan pajak, gak perlu vendor²an, gak perlu nunggu distribusi, masak sndiri, makan rame²",0,2025-01-23T18:16:28Z
@AthirahSalsabila-y6n,bahas coretax dong bang,0,2025-01-23T18:14:34Z
@Kangrobotchild,Untuk sodara yang ada di timur ini sangat baik untuk mereka dan saya bahagia melihat mereka makan dengan senang dan untuk wilayah pusat mungkin beda beda kerena mungkin ada beberapa yang pilih pilih soal makanan 🔥,1,2025-01-23T18:13:28Z
@habibfitra7207,"Gimana kalo diberikan bahan makanan bergizi saja, pengolahannya bisa langsung dari si ibu sendiri",0,2025-01-23T18:11:38Z
@mnfa8562,Gue tabok,0,2025-01-23T18:10:54Z
@greendofield,menurutku kebebasan berpendapat itu bagus jika dr orang yg mampu berpendapat dan punya alasan yg bagus jg dan mampu menjelaskan dgn baik.,2,2025-01-23T18:10:11Z
@Kiddcaribean,"Yuk, komen pola pikir biner dimulai!! 😂😂😂",0,2025-01-23T18:08:38Z
@Marwan-d11,"Makan 10 K, 😂  gimna bisa di katakan bergizi😅",0,2025-01-23T18:06:14Z
@cahndesocahndeso4250,"Saya lbh setuju duitnya buat sekolah gratis,krn bnyk sklh2 swasta yg biayanya sgt membebani org tua murid khususnya ekonomi menengah kebawah.
Peningkatan gaji guru khususnya yg honorer minimal setara UMR,kalau denger gaji guru serem boskuhhh,,
Gaji buruh pabrik sktr 2jt (jateng)
Kuli bangunan 100/hr sktr 2.5-3jt/bulan tukang 150/hr 4-4,5jt/bln
Pegawai toko 1-2 jt/bulan
Guru honorer ngenesssssss kebanyakan ratusan ribu jrg2 jutaan.",0,2025-01-23T18:02:41Z
@kalifardiansyah5863,"kalo coba menelusuri postingan mbg gratis di FB isi debatnya ga jauh jauh dari masalah bersyukur ,begitu dikasih argumen valid nanti larinya ke kubu-kubuan dan nuduh sakit hati. Akhirnya energinya abis buat debat yang gak penting, padahal yang pengin dikritisi itu identifikasi masalah dengan menu yang gak bisa ngasih kelayakan yang sama dengan daerah lain. belum lagi pematahan kritik dengan argumen ""daripada uangnya dikorupsi mending jadi mbg"" padahal gak menjelaskan apa apa. asli critical thinking bener2 dibikin tumpul di situ wkwkwk",0,2025-01-23T18:01:47Z
@kabarkreatif6609,"bang Ferry, punten bang ferry sangat terlihat cukup bijak, objektif, dan solutif membahas makan gratis ini, just ask mengapa kalau pas beberapa bulan lalu bahas pendidikan, feelnya sangat tendensius sekali? padahal banyak lho program merdeka belajar yang berhasil, terutama di level perguruan tinggi, apa karena pecahannya sekarang dipegang dgn muhammadiyah?",0,2025-01-23T18:01:08Z
@Amir989eth,"Fer lu beranika nggak bongkar bobroknya pendidikan di Indonesia??

Mulai. Dari suap untuk org tata usaha demi mendapat dana bos.
Dimana setiap pencairan dana bos, ortu siswq wajib mengajukan kembali untuk dana bos.
Artinya per pencairan wajib ajukam kembali.


Intinya lu berani gak bongkar bobroknya pendidikan di Indonesia???",0,2025-01-23T18:01:00Z
@ilungmusic,"kalian tahu ngk? semisalnya aggaran makan gratis 1 juta, anggaran operasional sekolah hanya sekitar 200 lho, intinya jauh bet  hahaha....
guru honorer? udah ikhlasin aja
mereka memang dituntut untuk ikhlas hahaha",0,2025-01-23T18:00:56Z
@Monkey_Tozz,"Betul yg di blg bung Ferry ini, harusnya emg program makan nya di urus di tiap kantin"" sekolah aja, di ksh dana biar mrk yg emg masak di sana. Cuman emg masalah akar di negara ini dri dlu sampai skrg ya oknum"" korupsi ini lah yg emg bikin semua hal itu jadi susah. Yah moga ke dpn nya ada solusi yg emg bener"" bisa nyelesain masalahnya",0,2025-01-23T17:59:45Z
@syarifhdytallah4129,"Dideket daerahku pati, deket rumahku lagi di bangun dapur buat MBG di atas tanah TNI. Kemungkinan adanya pihak ketiga agar program bisa berjalan dlu sambil nunggu dapur utama bisa beroprasi sesuai standar pemerintah. Yaa saya mendukung aja sih klo progam tersebut bener² dipirkan secara matang. Yee semoga aja permasalahan² awal dapt bisa terselesaikan. Mogimanapun juga progam ini baik, yaa walaupun masih ada hal yg lebih baik yg harus di kerjakan.",0,2025-01-23T17:58:31Z
@krisnamaulana3808,Byk bacot,0,2025-01-23T17:58:07Z
@erik.sebastian,Saran saya makan gratis ini lebih baik digunakan untuk siswa di daerah 3T.,0,2025-01-23T17:58:06Z
@kuaslinya2,"PhD said : gw makan steak 6 jt juga pernah keracunan, so?",0,2025-01-23T17:56:51Z
@BARUDAKSAYAH,"gw sebagai seorang ayah ngerasa makan gratis itu gaperlu ,yang perlu itu biaya sekolah gratis!",0,2025-01-23T17:55:52Z
@Sirhusain9,"5.24 Sebebas bebasnya (Tarik nafas panjang) menghelai nafas Tarik nafas lagi, Dan pegang hidung dan berbicara menoleh ke kanan, 😅 menurut ilmu gesture seperti ad kebohongan
Asumsi : sedang dalam tekanan, Ragu ragu atau kebohongan ad yg di tutupi gestur bang Ferry. tpi itu kemarin sekarang No Body Know.",0,2025-01-23T17:53:52Z
@miistaycalm21,merdeka dalam berpikir dan bersuara sesuai norma dan aturan yg berlaku 👍🏽,1,2025-01-23T17:53:43Z
@andimu4667,Makan gratis akan terialisasi jika pemerintah menghukum mati orang² yang korupsi dana makan gratis,0,2025-01-23T17:53:31Z
@morizal3914,coba liat sistem yg diterap oleh pemerintah #kanada  soal mkn gratis,0,2025-01-23T17:52:41Z
@arbsfunandjoy,Bos lu kan pendukung keras program ini,1,2025-01-23T17:52:13Z
@rizalmaulanaainulyaqin7534,"Kalau gue sih melihat program ini secara konsep bagus, dan banyak juga program pemerintah yang bagus. Tapi justru yang gue lihat bukan di ide/konsep program nya. Tapi ke pengawasan dan pelaksanaannya, yang mana justru masalah banyak datang disitu. Dari dulu negara kita gak bisa tegas tuh. Dana bantuan PIP untuk siswa aja banyak yang dikorupsi, tapi ketahuannya sama pihak keluarga penerima ketika mau buka rekening, bukan dari pengawasan pemerintah. Program KIP Kuliah, yang banyak kurang tepat sasaran sampai dikorupsi. You name it lah... Jadi dalam pandangan gw sih harusnya yang diperkuat pengawasan, integritas pihak2 terkait, sama ketegasan pemerintah buat oknum-oknum ini yang mesti diperkuat dulu sebelum buat program.",0,2025-01-23T17:50:13Z
@amenzbae4275,Bang bahas bpjs,0,2025-01-23T17:48:24Z
@teddyapril5144,Siapa si org tua yg mau anaknya dikasih makan gratis? Gue selaku org tua yg mempunyai puteri ga mau anak gue dikasih makan gratis..,0,2025-01-23T17:48:21Z
@t_hidayat8256,Ini baru keren... pemikiran dan idealisme bung ferry tidak ikut dijual ke clossthedoor...,3,2025-01-23T17:48:14Z
@SmackdowNdasmu,🔥🔥🔥,0,2025-01-23T17:47:37Z
@abdhilahascarudin7451,Kalo emg makan siang gratis ini kurang pas menurut bang Ferry yg lebih penting yg harus di selesaikan apa???? Menurut saya ini cukup penting,1,2025-01-23T17:46:13Z
@kaisarnero999,"Ketika perut penuh tapi otak dungu..

Btw makan gratis terenak cuman KACANG HIJAU SUSU + ROTI TAWAR 90an ❤❤❤❤",0,2025-01-23T17:45:31Z
@dimas-iz1rp,rocky gerung versi muda 🔥,0,2025-01-23T17:44:53Z
@breakdown5127,liat kiri atas... wkwkwkkwk,0,2025-01-23T17:44:30Z
@nugzchannel3814,Bang Irwandi Ferry lupa membahas potensi korupsi di megaproyek MGB di tingkat pusat maupun daerah.,0,2025-01-23T17:42:46Z
@juanantoni1577,"setelah gw liat jumlah uang negara yg dipakai untuk mkan gratis sebanyak itu, gw merasa gk worth it,malah aku kepikiran program makan gratis ini memperbesar ladang korupsi",0,2025-01-23T17:42:13Z
@refania3261,"Salam dari rejowinangun bang, alhamdulillah makan gratis kl dpt",0,2025-01-23T17:42:10Z
@BigLazyBear,semua akan menjadi baik ketika pengawasan dan penegakkan hukum berjalan dengan benar.,0,2025-01-23T17:39:14Z
@0x37,itulah yg gw gasuka dari twitter isinya anti pemerintah dan pro pemerintah ga ada yg diantaranya sangat sulit nemuin yg netral. sebenernya kalo program ini dijalanin bener oke kok gw ngeliat juga banyak yg oke menunya tapi ada  juga yg ampe keracunan berarti ada yg salah dari birokrasi,0,2025-01-23T17:37:28Z
@kadaluarangkasa,fokuskan makan siang gratis ini ke zona zona yg kurang gizi dan membutuhkan. lebih kecil ruang lingkup bisa lebih fokus anggaran sehingga menu lebih bergizi tinggi dan enak tentunya.,0,2025-01-23T17:37:13Z
@Muhammad_balmon,"Bayangin aja 5th menerapkan program ini,kira"" brp duit yg dikeluarkan",0,2025-01-23T17:36:56Z
@rilexjokovid1938,Mana berani ferry nyalahin dedy corbuzier. Kan hamba si botak 😂,0,2025-01-23T17:36:20Z
@reremestica9158,Setuju bang Betul banyak yg lebih urgent drpd soal makan siang gratis,0,2025-01-23T17:35:38Z
@adamarisky3104,yg comment pada panjang asu,0,2025-01-23T17:34:09Z
@rajanepotisme-p6n,"ya sebenarnya sih program INI enggak masalah sih, tapi karena sebelumnya ada Yang korup kebijakan semua cara dilakukan untuk mengamankan tahta bahkan sampai 1 keluarga jadi pejabat , ya Sekarang sih hama mulai berkurang mulai dibasmi apalagi si tikus",0,2025-01-23T17:33:18Z
@erwinwira8574,Sebener nya yg paling benci progam buat makan siang gratis tuh ajg masih ada yg korupsi nga habis pikir emg orang” kita tuh aneh bgt menurutku dikit” korupsi ada celah dikit nipu.,0,2025-01-23T17:32:43Z
@FahrulMch-sf9je,Buat anak sekolah 100 % seneng lah duit jajan utuh di tabung buat biayayain hobi,0,2025-01-23T17:32:11Z
@FaisFais-h2l,"Apakah arc melawan bos adalah arc yg ditunggu"" ?",0,2025-01-23T17:31:50Z
@Foxylemurgamer,"saya hanya bisa bersyukur dengan ada makan bergizi gratis. hanya kebaikan yang saya lihat di program ini. kebaikan aja bisa di cekcokin apalagi keburukan dah gak usah di tanya lagi. apakah kita ini tidak pandai bersyukur? tapi tapi tapi tapi.. gak akan selesai. btw kontennya selalu top,, terutama usul vendor, dan prioritas dari daerah ke kota",0,2025-01-23T17:31:38Z
@jenusdy,Let him cook.,0,2025-01-23T17:28:24Z
@briangabril,"Klo yang kebagian Lengkuas atau Jahe itu juga ga usah komplen yah, ntah emang bagian dari Gizi atau anak nya gausah komplain karena miskin 😢",0,2025-01-23T17:28:05Z
@aponjaparoni5415,"Yg jadi masalah bukan sistem, program atau ide... Tapi moralnya yang pada bermasalah. Apakah saya sudah saatnya harus percaya ?",0,2025-01-23T17:26:58Z
@johanliem9968,"Anaknya lu kasi makan tapi ortunya lu pajekin...

Benernya bikin ekonomi jadi naik aja nggak sih...
Kalo rakyat sejahtera mereka juga mampu kok belikan anaknya makanan yang layak


Bahkan lebih layak dan bergizi dari menu makan siang gratis ini...",0,2025-01-23T17:24:04Z
@berlihakim9229,"MBG wajib berlanjut, namun harus selalu di audit, baik dari sekolah penerima maupun vendor yang masak, kalau di rasa vendor masak gak enak, ya ganti vendor beres.
kalau blt say no, di daerah ku PKH yang harusnya buat sejahtera anak, malah di pakai buat depo, beli McD karna sering promo pakai B*I, tidak tepat sasaran.",0,2025-01-23T17:22:59Z
@classicfootball_8,buruk,0,2025-01-23T17:22:22Z
@anggitanareswara3793,Program mentah ladang basah buat tikus kecil yg mau jadi koruptor besar,0,2025-01-23T17:22:19Z
@Lar_Krakap,Ada MGB harusnya jajanan sekolahan yg ga sehat itu di larang kerena buat anak ga disiplin sampahnya dibuang sembarangan dan sampe dewasa kepakek ga disiplin ga malu korupsi,0,2025-01-23T17:22:07Z
@antimainstrem3907,"prabowo lebih suka curhat pakek kocek.pribadi, ketimbang miskinkan Koruptor uwitya buat makan siang.",0,2025-01-23T17:20:46Z
@Wahyudi-jz3cj,"Mbg program taek , makanan di rumah mereka pada enak² lebih bergizi, mereka cuma males makan aja pengen nya jajan",0,2025-01-23T17:19:17Z
@ファーミ,"gratis tp ga gratis🥸 org kita kalo dpt kata ""gratis"" langsung di'sembah²",0,2025-01-23T17:19:10Z
@captaintsubasa1464,"makan siang (yang ga bener2) gratis, bahkan anak2 yg mendapatkan program tersebut didapatkan dari pajak yg dibayar oleh orang tua mereka lho, masa iya buat kritik aja harus dibungkam yg dibungkus dengan kalimat ""bersyukur"" udah gila si katob",0,2025-01-23T17:16:35Z
@ldwisebnoka4566,"Saya menolak karena bujetnya di potong, Dan makanannya tidak kayak, inget PON kemarin, makanannya juga tidak kayak, Tapi om gondrong gak bikin Video, ini Semua soal mindset 🤣🤣🤣",0,2025-01-23T17:16:21Z
@bagusbudiman23,"BAGUS BANGET. yang seperti ini yang dibutuhkan masyarakat untuk mencapai indonesia emas, melatih pola pikir yang bijak karena pintar saja tidak akan cukup apa lagi bodoh. mengidentifikasi masalah lalu menciptakan ide atau mencari solusi dan merealisasikannya serta mengevaluasi supaya menjadi lebih baik lagi.",185,2025-01-23T17:16:00Z
@zaidanhibar8535,"Asli heran sama orang yang nuduh buzzer kalau ada beda pendapat, apa ga bisa ya mikir substansi dulu jangan langsung ad hominem",0,2025-01-23T17:15:05Z
@Robot_Gedek12,"Terlebih dari segala kekurangannya, gw suka ngeliat efek sosial siswa di sekolah krn program MBG ini. Mereka bisa makan bareng dikelas dengan menu yg seragam. Jadi ga ada yg minder krn makannya kalah mewah dibandingin siswa yg lain atau yg makan sendiri di belakang sekolah. Terus juga siswa jadi berfikir dua kali buat bolos, rugi lah bolos ga dpt makan siang gratis, klo bolos keluar ongkos kan tuh. 

Semoga aja ada evaluasi, semakin dibenahin manajemen dan birokrasi program ini dan harus benar2 dikawal masyarakat program ini",17,2025-01-23T17:14:52Z
@bwxcrew,Semua opini gw tentang mbg udah 100% diwakilin sama bang Ferry.,1,2025-01-23T17:14:46Z
@ahaderstudioart9484,"Gratis apa'an ya 12% ,Buat om Si paling bersyukur Maklumilah namanya juga anak anak..Makan siang geratis kan buat agenda mencerdaskan 😊",0,2025-01-23T17:14:29Z
@PertaPertaus,Seharusnya bisa kalo negara membuat kebijakan dari rt rw,0,2025-01-23T17:14:09Z
@ryanfajar_8854,Request bang coba bahas dinamika BPJS kesehatan🙏,0,2025-01-23T17:13:51Z
@deBurung,"Kenapa ada fanatisme yg berlebihan belakangan ini  ya bang? knp seolah2 rakyat digiring untuk dipecah dan dikubu2kan? Lantas, mau bicara yang objektif saja sulit. Selalu saja ada usaha mengaburkan domain kebijakan publik dan personal.",0,2025-01-23T17:11:54Z
@Maxs10101,"Menurut para ahli ekonomi, progam makan gratis ini tuh gak masuk akal, butuh triliyunan rupiah...

Di sisi lain bagaimana nasib anak² gelandangan yg hidupnya dijalanan, bahkan gak sekolah karena gak mampu soal biaya nya.. apakah mereka mendapatkan hak yang sama dengan anak² lainnya??

Menurut saya lebih bagus progam sekolah gratis...",0,2025-01-23T17:11:05Z
@Damstar,"Ingin berpendapat, tapi di bungkam sama si botak ☝😩",0,2025-01-23T17:10:15Z
@imtgaming_,Bang sound nya aneh kadang kebesaran kadang kekecilan susah denger nya,2,2025-01-23T17:08:20Z
@ilhamcorsa8120,Ada logo close de door 😂. Ap berani bang feri mengkritik😂,0,2025-01-23T17:07:13Z
@ummkhonsa9873,"Yaaay terima kasih sudah membahas request ini salah satu yg saya request,",0,2025-01-23T17:05:50Z
@elphawinarto,"Setuju kalau ini Jepang, atau Singapura. Negeri para mafia, pungli, korup, miskin literasijelas ujungnya akan bagaimana.",0,2025-01-23T17:05:33Z
@ilham_7_zx,"bang bahas bpjs dong infonya bpjs mau dibubarin dan nyuruh masyarakat nya pakai swasta seperti di luar, dan udah ada info juga di rumah sakit yang dulunya masih nerima bpjs sekarang udah ga nerima bpjs.",0,2025-01-23T17:03:59Z
@asepsetiawan9367,Penyusunan ceritanya luar biasa. Bobot cerita terkait om dedy nya dibuat hanya singkat dan bobot cerita makan siang gratisnya dibuat panjang dan lumayan detail. Sehingga audience digiring untuk lebih fokus ke programnya dan digiring untuk melupakan apa yang disampaikan om dedy. 🎉,0,2025-01-23T17:03:10Z
@fathurwati8498,Di tersono batang jawa Tengah kok blom ada yaapa gk semua daerah dapat.,0,2025-01-23T17:03:09Z
@munymalinda6033,0:50 sempet banget mikir gini tp ternyata dibahas juga 👍,0,2025-01-23T17:03:00Z
@IanAlhuda-s1f,Bang perihal vendor di daerah itu sub vendor jadi 1 vendor menang nyerahin ke sub vendor nah yang masalah adalah sub vendor 😂,0,2025-01-23T17:02:58Z
@yogiperdana6223,ga ada kebebasan yang gratis,0,2025-01-23T17:02:13Z
@adelrista,"jika sesuai dengan SOP nya oke oke aja, sesuai dengan budget dan tidak ada oknum yang mengambil untung, dari pada di berikan ke pengelola makanan untuk Makanan gratis yang lebih effisien di berikan ke orang tua atau membangun kantin yang khusus untuk melayani siswa dan tidak di pungut biaya di banding kan menggunakan catering ataupun oknum oknum pihak ketiga, gizi anak bukan untuk di perjualbelikan dan bukan juga untuk mengutip untung dari situ",0,2025-01-23T17:00:45Z
@KarismaMusikStudio1920,"drpd buat makan bergizi gratis bukannya lebih baik anggarannya buat pedagang kecil dan umkm yg selama ini kerja banting tulang, tp pas waktu jatuh tempo udah habis tu duit...udah kelar buat bayar bank...mbok ya o pemerintah bisa memberikan kredit lunak dgn tenor tinggi dan durasi lebih panjang untuk membantu masyarakatnya...?",0,2025-01-23T16:59:19Z
@indrakristiawan528,"Makan siang bergizi ini harus nya subsidi silang, kelas menengah atas harus nya bayar iuran, jd itung2 iurannya buat ganti biaya makan siang si anak, sedangkan yg dr keluarga miskin baru gratis",0,2025-01-23T16:59:16Z
@xyouvie,"Iya kenapa gak mulai dari skala prioritas daerah terluar dahulu, yang mengalami gizi buruk tertinggi ? Rakyat pun bakal paham arahan pemerintah, apa orang2 yang melaksanakan tidak kompeten atau arahan kepala gak jelas ?

Saya ingin menyuarakan hal itu ke pemerintah bagaimana caranya ? Apa suara saya eligible untuk menyuarakan itu ?",0,2025-01-23T16:58:00Z
@bimakisna7359,"Kurang panjang videonya bang, makan gw lama",0,2025-01-23T16:57:21Z
@YudaLatifani,Bang ayo maju RI 1🎉 setuju banget usulan masuk akal abang👏,2,2025-01-23T16:57:15Z
@Musisigame32,"Menurut gua makan gratis itu yang harus di benerin itu pengelolaan nya, soalnya gua yakin pasti ada aja tikus2 yang ikut2an ngambil dana yang udah di tentukan. Dari semua sisi pemerintahan menurut gua yang jadi masalah besar itu tetap korupsi, karna sedikit aja kita ga akan tau efek ke depan nya, contoh misal pembangunan jalan, di korup dan di kurangi kualitas bahan, otomatis kan jalan akan cepat rusak dan mungkin akan banyak laka disitu",0,2025-01-23T16:56:42Z
@syahrulfauzi6344,"coba berikan video ini ke.
Dedi Kok Buzzer!",0,2025-01-23T16:56:36Z
@nunez277,"Di Indonesia..Apapun tindakan anda..baik atau buruk tetap akan ada PEMBENCI 😂
karena ini mmg negara dengan Pendudukuk mayoritas SDM RENDAH atau BODOH 😂",0,2025-01-23T16:56:12Z
@fakcrew1460,"Cieeeeeee smart people, dalemnya kopong.",0,2025-01-23T16:55:51Z
@Jeri02-ssy,Tujuan makan siang gratis untuk meningkatkan gizi bukan untuk meningkatkan rasa syukur....,15,2025-01-23T16:55:50Z
